Iteration,Xk,FXk 
266,"[0.043205, -0.059046, -0.18361, 0.44444, 0.23718, 0.19695, -0.15038, 0.19725, -0.14632, -0.14502, 0.24052, 0.50675, 0.3978, 0.0056439, -0.021889, -0.07398, 0.26148, 0.16523, 0.057304, -0.30842, -0.019866, -0.032122, -0.32606, -0.69178, 0.32628, 0.28302, -0.11966, -0.0019826, -0.15594]",20.758
267,"[0.043224, -0.0589, -0.1844, 0.44485, 0.2378, 0.19683, -0.15032, 0.19728, -0.1467, -0.14507, 0.24044, 0.50731, 0.3983, 0.0054611, -0.022003, -0.074642, 0.26122, 0.16495, 0.057068, -0.30939, -0.020179, -0.032792, -0.32688, -0.69265, 0.32604, 0.28319, -0.12031, -0.0020912, -0.15592]",20.747
268,"[0.043456, -0.058641, -0.18439, 0.44511, 0.2381, 0.19701, -0.15011, 0.19747, -0.14657, -0.14484, 0.24064, 0.50763, 0.39859, 0.005636, -0.021793, -0.074534, 0.26138, 0.16511, 0.057235, -0.30935, -0.020003, -0.032712, -0.32685, -0.69259, 0.32625, 0.28341, -0.12021, -0.0019181, -0.15572]",20.735
269,"[0.043466, -0.058495, -0.18516, 0.4455, 0.2387, 0.19688, -0.15005, 0.19749, -0.14694, -0.14489, 0.24056, 0.50818, 0.39907, 0.0054538, -0.021897, -0.07518, 0.26112, 0.16483, 0.057006, -0.31029, -0.020302, -0.033368, -0.32765, -0.69344, 0.32602, 0.28357, -0.12085, -0.002017, -0.1557]",20.724
270,"[0.043694, -0.05824, -0.18516, 0.44576, 0.239, 0.19706, -0.14984, 0.19768, -0.14681, -0.14467, 0.24076, 0.50849, 0.39935, 0.0056261, -0.021691, -0.075076, 0.26128, 0.16499, 0.057172, -0.31025, -0.02013, -0.033291, -0.32762, -0.69338, 0.32622, 0.28379, -0.12075, -0.0018466, -0.15551]",20.713
271,"[0.043704, -0.058099, -0.18592, 0.44615, 0.23958, 0.19693, -0.14978, 0.19771, -0.14717, -0.14473, 0.24068, 0.50903, 0.39982, 0.0054462, -0.021791, -0.075708, 0.26103, 0.16471, 0.056946, -0.31117, -0.020428, -0.033936, -0.32841, -0.6942, 0.32599, 0.28395, -0.12138, -0.0019469, -0.15549]",20.704
272,"[0.043929, -0.057846, -0.18592, 0.4464, 0.23988, 0.1971, -0.14957, 0.19789, -0.14705, -0.14451, 0.24088, 0.50934, 0.4001, 0.0056144, -0.021587, -0.075606, 0.26119, 0.16487, 0.057109, -0.31113, -0.02026, -0.033862, -0.32838, -0.69414, 0.32619, 0.28417, -0.12128, -0.0017768, -0.1553]",20.694
273,"[0.043927, -0.057719, -0.18664, 0.44676, 0.24042, 0.19697, -0.14952, 0.19791, -0.1474, -0.14457, 0.24081, 0.50984, 0.40054, 0.0054307, -0.021687, -0.076211, 0.26094, 0.1646, 0.056901, -0.31201, -0.020547, -0.034487, -0.32913, -0.69492, 0.32597, 0.28431, -0.12188, -0.0018699, -0.15528]",20.681
274,"[0.044149, -0.05747, -0.18664, 0.44701, 0.24071, 0.19714, -0.14932, 0.19809, -0.14728, -0.14435, 0.241, 0.51014, 0.40082, 0.0055937, -0.021487, -0.076113, 0.26109, 0.16475, 0.05706, -0.31198, -0.020382, -0.034416, -0.3291, -0.69486, 0.32616, 0.28452, -0.12179, -0.001704, -0.15509]",20.672
275,"[0.044157, -0.057337, -0.18736, 0.44739, 0.24127, 0.19701, -0.14925, 0.19811, -0.14764, -0.14439, 0.24092, 0.51065, 0.40127, 0.0054081, -0.021582, -0.076728, 0.26084, 0.16448, 0.056842, -0.31286, -0.020678, -0.035043, -0.32986, -0.69566, 0.32593, 0.28466, -0.12239, -0.0017943, -0.15507]",20.662
276,"[0.044375, -0.057089, -0.18736, 0.44764, 0.24156, 0.19718, -0.14905, 0.19829, -0.14752, -0.14417, 0.24111, 0.51095, 0.40155, 0.0055705, -0.021383, -0.076629, 0.26099, 0.16463, 0.057, -0.31283, -0.020513, -0.034972, -0.32983, -0.6956, 0.32612, 0.28487, -0.1223, -0.0016285, -0.15488]",20.652
277,"[0.04437, -0.056955, -0.18808, 0.448, 0.2421, 0.19705, -0.14899, 0.1983, -0.14786, -0.14422, 0.24103, 0.51146, 0.40199, 0.00538, -0.021479, -0.077223, 0.26075, 0.16436, 0.056787, -0.31369, -0.020798, -0.035588, -0.33057, -0.69637, 0.3259, 0.285, -0.12291, -0.0017101, -0.15485]",20.642
278,"[0.044586, -0.056711, -0.18808, 0.44825, 0.24239, 0.19722, -0.14879, 0.19848, -0.14774, -0.14401, 0.24122, 0.51176, 0.40226, 0.0055409, -0.021281, -0.077126, 0.2609, 0.16451, 0.056943, -0.31366, -0.020637, -0.03552, -0.33055, -0.69632, 0.32609, 0.28521, -0.12282, -0.0015468, -0.15466]",20.631
279,"[0.044584, -0.056583, -0.18878, 0.4486, 0.24291, 0.19708, -0.14872, 0.19849, -0.14807, -0.14406, 0.24115, 0.51224, 0.40268, 0.0053547, -0.02137, -0.077706, 0.26066, 0.16424, 0.056735, -0.31449, -0.020918, -0.036122, -0.33128, -0.69707, 0.32587, 0.28533, -0.12341, -0.001629, -0.15464]",20.622
280,"[0.044797, -0.05634, -0.18878, 0.44884, 0.24319, 0.19724, -0.14852, 0.19866, -0.14795, -0.14385, 0.24134, 0.51254, 0.40295, 0.0055116, -0.021174, -0.077611, 0.26081, 0.16439, 0.05689, -0.31446, -0.020759, -0.036054, -0.33126, -0.69701, 0.32606, 0.28553, -0.12332, -0.0014664, -0.15446]",20.611
281,"[0.044795, -0.056221, -0.18947, 0.44919, 0.2437, 0.19711, -0.14846, 0.19866, -0.14828, -0.1439, 0.24126, 0.51302, 0.40337, 0.005318, -0.021265, -0.07818, 0.26057, 0.16413, 0.056687, -0.31527, -0.021041, -0.036654, -0.33197, -0.69775, 0.32584, 0.28565, -0.12389, -0.0015453, -0.15444]",20.602
282,"[0.045006, -0.055981, -0.18947, 0.44943, 0.24398, 0.19727, -0.14826, 0.19883, -0.14817, -0.14369, 0.24144, 0.51332, 0.40364, 0.0054726, -0.02107, -0.078087, 0.26072, 0.16427, 0.05684, -0.31524, -0.020885, -0.036589, -0.33195, -0.6977, 0.32603, 0.28585, -0.12381, -0.001384, -0.15426]",20.595
283,"[0.045006, -0.055858, -0.19016, 0.44978, 0.24449, 0.19713, -0.14819, 0.19883, -0.1485, -0.14374, 0.24137, 0.5138, 0.40405, 0.0052865, -0.02115, -0.078655, 0.26048, 0.164, 0.056635, -0.31606, -0.021163, -0.037193, -0.33266, -0.69844, 0.32581, 0.28597, -0.12439, -0.0014638, -0.15423]",20.584
284,"[0.045217, -0.055619, -0.19016, 0.45002, 0.24477, 0.19729, -0.14799, 0.199, -0.14839, -0.14353, 0.24155, 0.51409, 0.40432, 0.005441, -0.020956, -0.078561, 0.26062, 0.16414, 0.056787, -0.31603, -0.021007, -0.037127, -0.33264, -0.69838, 0.326, 0.28617, -0.1243, -0.0013022, -0.15405]",20.575
285,"[0.04521, -0.055496, -0.19084, 0.45037, 0.24527, 0.19716, -0.14791, 0.199, -0.14872, -0.14357, 0.24148, 0.51456, 0.40473, 0.0052484, -0.021028, -0.079119, 0.26038, 0.16387, 0.056585, -0.31684, -0.021281, -0.037729, -0.33334, -0.6991, 0.32576, 0.28629, -0.12487, -0.0013816, -0.15402]",20.567
286,"[0.045419, -0.055257, -0.19084, 0.45061, 0.24554, 0.19732, -0.14771, 0.19917, -0.14861, -0.14336, 0.24166, 0.51485, 0.40499, 0.0054004, -0.020836, -0.079026, 0.26052, 0.16401, 0.056736, -0.31681, -0.021128, -0.037665, -0.33332, -0.69905, 0.32594, 0.28649, -0.12479, -0.001221, -0.15384]",20.559
287,"[0.045417, -0.055128, -0.19154, 0.45097, 0.24605, 0.19719, -0.14764, 0.19917, -0.14895, -0.1434, 0.2416, 0.51534, 0.40542, 0.0052068, -0.020913, -0.079599, 0.26028, 0.16373, 0.056535, -0.31764, -0.021408, -0.038273, -0.33404, -0.69979, 0.32572, 0.28662, -0.12538, -0.0012979, -0.15381]",20.547
288,"[0.045626, -0.05489, -0.19154, 0.45121, 0.24632, 0.19735, -0.14744, 0.19934, -0.14883, -0.14319, 0.24178, 0.51563, 0.40568, 0.005359, -0.02072, -0.079504, 0.26042, 0.16387, 0.056688, -0.3176, -0.021252, -0.038206, -0.33401, -0.69973, 0.3259, 0.28682, -0.12529, -0.0011367, -0.15363]",20.539
289,"[0.045619, -0.054759, -0.19223, 0.45157, 0.24683, 0.19722, -0.14736, 0.19934, -0.14916, -0.14323, 0.24172, 0.51611, 0.4061, 0.0051634, -0.020799, -0.080068, 0.26018, 0.16359, 0.056487, -0.31842, -0.021534, -0.038818, -0.33472, -0.70046, 0.32568, 0.28693, -0.12587, -0.0012035, -0.15359]",20.53
290,"[0.045827, -0.054523, -0.19223, 0.45181, 0.2471, 0.19738, -0.14716, 0.19951, -0.14905, -0.14303, 0.2419, 0.5164, 0.40636, 0.0053144, -0.020607, -0.079973, 0.26032, 0.16373, 0.056638, -0.31839, -0.02138, -0.038753, -0.3347, -0.7004, 0.32586, 0.28712, -0.12578, -0.001043, -0.15341]",20.52
291,"[0.045825, -0.054389, -0.19292, 0.45217, 0.2476, 0.19724, -0.14708, 0.19951, -0.14937, -0.14306, 0.24183, 0.51688, 0.40678, 0.0051131, -0.020679, -0.08054, 0.26008, 0.16346, 0.056444, -0.3192, -0.021663, -0.039357, -0.33541, -0.70113, 0.32564, 0.28723, -0.12636, -0.0011051, -0.15337]",20.511
292,"[0.04603, -0.054154, -0.19292, 0.45241, 0.24787, 0.1974, -0.14688, 0.19967, -0.14926, -0.14285, 0.24201, 0.51717, 0.40704, 0.005261, -0.020487, -0.080446, 0.26022, 0.1636, 0.056594, -0.31916, -0.021511, -0.039295, -0.33539, -0.70107, 0.32582, 0.28742, -0.12628, -0.0009444, -0.15319]",20.5
293,"[0.046028, -0.054029, -0.19358, 0.45275, 0.24834, 0.19726, -0.1468, 0.19966, -0.14958, -0.14289, 0.24194, 0.51763, 0.40744, 0.0050615, -0.020557, -0.080992, 0.25998, 0.16333, 0.056399, -0.31994, -0.021783, -0.039882, -0.33607, -0.70177, 0.3256, 0.28753, -0.12684, -0.0010021, -0.15315]",20.494
294,"[0.046229, -0.053797, -0.19358, 0.45298, 0.24861, 0.19741, -0.14661, 0.19982, -0.14947, -0.14269, 0.24212, 0.51791, 0.4077, 0.0052075, -0.020368, -0.080901, 0.26012, 0.16347, 0.056546, -0.31991, -0.021633, -0.03982, -0.33605, -0.70171, 0.32578, 0.28772, -0.12676, -0.00084374, -0.15297]",20.484
295,"[0.046227, -0.053672, -0.19424, 0.45332, 0.24908, 0.19727, -0.14653, 0.19981, -0.14979, -0.14273, 0.24205, 0.51837, 0.4081, 0.0050122, -0.020438, -0.081439, 0.25988, 0.1632, 0.05636, -0.32069, -0.021903, -0.040408, -0.33673, -0.7024, 0.32556, 0.28782, -0.12732, -0.00090403, -0.15293]",20.478
296,"[0.046428, -0.053441, -0.19424, 0.45355, 0.24934, 0.19742, -0.14633, 0.19997, -0.14968, -0.14253, 0.24223, 0.51865, 0.40836, 0.0051573, -0.02025, -0.081348, 0.26002, 0.16333, 0.056507, -0.32066, -0.021754, -0.040348, -0.33671, -0.70235, 0.32573, 0.28801, -0.12724, -0.00074508, -0.15275]",20.468
297,"[0.046423, -0.05331, -0.19492, 0.45391, 0.24983, 0.19728, -0.14624, 0.19996, -0.15001, -0.14256, 0.24216, 0.51913, 0.40878, 0.0049539, -0.020313, -0.081898, 0.25978, 0.16306, 0.056319, -0.32145, -0.022028, -0.040951, -0.33741, -0.70306, 0.3255, 0.28812, -0.12781, -0.00080285, -0.1527]",20.459
298,"[0.046624, -0.05308, -0.19492, 0.45414, 0.25009, 0.19743, -0.14604, 0.20012, -0.1499, -0.14236, 0.24234, 0.51941, 0.40903, 0.0050986, -0.020125, -0.081805, 0.25992, 0.1632, 0.056466, -0.32141, -0.021879, -0.04089, -0.33739, -0.703, 0.32567, 0.28831, -0.12773, -0.00064349, -0.15252]",20.45
299,"[0.046622, -0.052946, -0.19559, 0.45449, 0.25057, 0.19729, -0.14595, 0.20011, -0.15022, -0.14239, 0.24228, 0.51988, 0.40944, 0.0048922, -0.020185, -0.082345, 0.25968, 0.16293, 0.056277, -0.32218, -0.022158, -0.041484, -0.33808, -0.7037, 0.32545, 0.28841, -0.12829, -0.00070317, -0.15248]",20.443
300,"[0.04682, -0.052718, -0.19559, 0.45472, 0.25083, 0.19744, -0.14576, 0.20027, -0.15011, -0.14219, 0.24246, 0.52016, 0.40969, 0.0050344, -0.019997, -0.082254, 0.25982, 0.16306, 0.056423, -0.32214, -0.022011, -0.041424, -0.33806, -0.70364, 0.32562, 0.2886, -0.12821, -0.00054538, -0.1523]",20.434
301,"[0.046808, -0.0526, -0.19622, 0.45505, 0.25127, 0.1973, -0.14567, 0.20026, -0.15042, -0.14222, 0.2424, 0.5206, 0.41007, 0.0048379, -0.020056, -0.082768, 0.25959, 0.1628, 0.056248, -0.32287, -0.022276, -0.041994, -0.33871, -0.7043, 0.32538, 0.28869, -0.12874, -0.00059272, -0.15226]",20.427
302,"[0.047001, -0.052377, -0.19622, 0.45528, 0.25153, 0.19745, -0.14548, 0.20041, -0.15032, -0.14203, 0.24257, 0.52087, 0.41032, 0.0049748, -0.019872, -0.08268, 0.25972, 0.16293, 0.05639, -0.32284, -0.022133, -0.04194, -0.33869, -0.70425, 0.32555, 0.28887, -0.12866, -0.0004376, -0.15209]",20.418
303,"[0.046992, -0.052255, -0.19684, 0.4556, 0.25196, 0.19731, -0.1454, 0.20039, -0.15063, -0.14206, 0.24251, 0.5213, 0.41069, 0.0047779, -0.019933, -0.083186, 0.25949, 0.16267, 0.056209, -0.32356, -0.022398, -0.042507, -0.33933, -0.7049, 0.32534, 0.28896, -0.12919, -0.00048449, -0.15205]",20.41
304,"[0.047185, -0.052032, -0.19685, 0.45582, 0.25221, 0.19745, -0.14521, 0.20054, -0.15053, -0.14187, 0.24268, 0.52157, 0.41094, 0.0049139, -0.019751, -0.0831, 0.25962, 0.1628, 0.056349, -0.32353, -0.022257, -0.042453, -0.33931, -0.70485, 0.3255, 0.28914, -0.12911, -0.0003317, -0.15188]",20.404
305,"[0.047172, -0.051896, -0.19751, 0.45618, 0.25268, 0.1973, -0.14511, 0.20053, -0.15086, -0.14189, 0.24263, 0.52203, 0.41135, 0.0047071, -0.019801, -0.083637, 0.25938, 0.16252, 0.056167, -0.32429, -0.022534, -0.043046, -0.33999, -0.70553, 0.32527, 0.28924, -0.12967, -0.00036701, -0.15182]",20.393
306,"[0.047368, -0.051671, -0.19751, 0.45641, 0.25293, 0.19745, -0.14492, 0.20069, -0.15075, -0.14169, 0.2428, 0.5223, 0.4116, 0.0048458, -0.019614, -0.083546, 0.25951, 0.16265, 0.05631, -0.32425, -0.022391, -0.042988, -0.33997, -0.70547, 0.32544, 0.28942, -0.12959, -0.00021172, -0.15165]",20.387
307,"[0.047358, -0.051554, -0.19814, 0.45675, 0.25336, 0.19731, -0.14482, 0.20067, -0.15105, -0.14171, 0.24275, 0.52274, 0.41198, 0.0046445, -0.019662, -0.084052, 0.25929, 0.16238, 0.056133, -0.32497, -0.022659, -0.043561, -0.34062, -0.70612, 0.3252, 0.28951, -0.13013, -0.00025486, -0.1516]",20.38
308,"[0.047547, -0.051333, -0.19814, 0.45697, 0.25361, 0.19745, -0.14463, 0.20082, -0.15095, -0.14152, 0.24292, 0.52301, 0.41222, 0.0047782, -0.01948, -0.083965, 0.25942, 0.16251, 0.056273, -0.32494, -0.02252, -0.043507, -0.3406, -0.70607, 0.32536, 0.28969, -0.13006, -0.0001011, -0.15143]",20.37
309,"[0.047537, -0.051192, -0.1988, 0.45732, 0.25407, 0.1973, -0.14453, 0.2008, -0.15127, -0.14153, 0.24287, 0.52347, 0.41262, 0.0045713, -0.019523, -0.084495, 0.25918, 0.16223, 0.056091, -0.32569, -0.022795, -0.044105, -0.34127, -0.70674, 0.32513, 0.28978, -0.13062, -0.0001339, -0.15137]",20.363
310,"[0.047729, -0.050969, -0.1988, 0.45754, 0.25432, 0.19744, -0.14434, 0.20095, -0.15116, -0.14134, 0.24304, 0.52374, 0.41286, 0.0047081, -0.019338, -0.084403, 0.25931, 0.16236, 0.056234, -0.32565, -0.022652, -0.044047, -0.34125, -0.70668, 0.3253, 0.28996, -0.13054, 2.221e-05, -0.1512]",20.355
311,"[0.047721, -0.050829, -0.19946, 0.4579, 0.25479, 0.19729, -0.14422, 0.20093, -0.15149, -0.14136, 0.24299, 0.52421, 0.41327, 0.0044979, -0.019377, -0.08493, 0.25907, 0.16208, 0.05605, -0.32641, -0.02293, -0.044649, -0.34193, -0.70736, 0.32507, 0.29006, -0.13111, -1.1517e-05, -0.15114]",20.348
312,"[0.047915, -0.050607, -0.19946, 0.45812, 0.25504, 0.19743, -0.14403, 0.20108, -0.15138, -0.14116, 0.24316, 0.52448, 0.41351, 0.0046338, -0.019192, -0.084837, 0.2592, 0.16221, 0.056192, -0.32637, -0.022787, -0.044591, -0.3419, -0.7073, 0.32523, 0.29024, -0.13103, 0.00014412, -0.15097]",20.339
313,"[0.047912, -0.050459, -0.20014, 0.45849, 0.25551, 0.19728, -0.14391, 0.20106, -0.15171, -0.14117, 0.24311, 0.52496, 0.41393, 0.0044118, -0.019224, -0.085366, 0.25895, 0.16193, 0.056007, -0.32713, -0.023062, -0.045207, -0.34259, -0.70799, 0.32499, 0.29033, -0.1316, 0.00011241, -0.1509]",20.329
314,"[0.048105, -0.050236, -0.20014, 0.45871, 0.25576, 0.19742, -0.14372, 0.20121, -0.1516, -0.14097, 0.24328, 0.52523, 0.41417, 0.0045475, -0.019037, -0.085271, 0.25908, 0.16206, 0.056151, -0.32709, -0.022917, -0.045148, -0.34256, -0.70793, 0.32515, 0.29051, -0.13152, 0.00026874, -0.15073]",20.322
315,"[0.048097, -0.05009, -0.20082, 0.45909, 0.25623, 0.19726, -0.1436, 0.20119, -0.15192, -0.14098, 0.24324, 0.5257, 0.41459, 0.0043215, -0.019064, -0.085803, 0.25883, 0.16178, 0.055968, -0.32785, -0.023194, -0.045765, -0.34325, -0.70862, 0.32491, 0.29061, -0.13209, 0.00025013, -0.15066]",20.314
316,"[0.048288, -0.049869, -0.20082, 0.45931, 0.25647, 0.1974, -0.14341, 0.20134, -0.15181, -0.14079, 0.24341, 0.52596, 0.41483, 0.0044573, -0.01888, -0.085708, 0.25896, 0.16191, 0.056111, -0.3278, -0.023051, -0.045706, -0.34322, -0.70856, 0.32507, 0.29079, -0.13201, 0.00040692, -0.15049]",20.306
317,"[0.048291, -0.049704, -0.20153, 0.45971, 0.25697, 0.19725, -0.14327, 0.20132, -0.15215, -0.1408, 0.24337, 0.52648, 0.41528, 0.0042274, -0.018903, -0.086261, 0.25871, 0.1616, 0.055929, -0.3286, -0.023338, -0.046356, -0.34394, -0.70927, 0.32481, 0.29089, -0.13261, 0.00038138, -0.15041]",20.297
318,"[0.048485, -0.04948, -0.20152, 0.45993, 0.25721, 0.19739, -0.14308, 0.20147, -0.15204, -0.1406, 0.24355, 0.52675, 0.41552, 0.0043657, -0.018713, -0.086163, 0.25884, 0.16173, 0.056076, -0.32855, -0.023191, -0.046295, -0.34391, -0.7092, 0.32498, 0.29107, -0.13253, 0.00054044, -0.15024]",20.29
319,"[0.048488, -0.049297, -0.20225, 0.46035, 0.25773, 0.19722, -0.14293, 0.20145, -0.15239, -0.14059, 0.24352, 0.52728, 0.41598, 0.0041296, -0.018725, -0.086739, 0.25858, 0.16142, 0.05589, -0.32936, -0.023489, -0.046959, -0.34466, -0.70993, 0.32471, 0.29118, -0.13314, 0.00052568, -0.15015]",20.282
320,"[0.048683, -0.049073, -0.20224, 0.46057, 0.25797, 0.19737, -0.14274, 0.2016, -0.15228, -0.14039, 0.2437, 0.52755, 0.41622, 0.004268, -0.018536, -0.086638, 0.25872, 0.16155, 0.056038, -0.32931, -0.023339, -0.046895, -0.34463, -0.70986, 0.32488, 0.29136, -0.13305, 0.00068571, -0.14998]",20.272
321,"[0.048692, -0.048895, -0.20297, 0.46099, 0.25848, 0.1972, -0.14259, 0.20158, -0.15262, -0.14038, 0.24367, 0.52807, 0.41669, 0.0040219, -0.018554, -0.087207, 0.25846, 0.16125, 0.055851, -0.33012, -0.023641, -0.047556, -0.34537, -0.71058, 0.32461, 0.29147, -0.13365, 0.00068274, -0.14989]",20.265
322,"[0.048884, -0.048671, -0.20296, 0.46121, 0.25872, 0.19735, -0.1424, 0.20173, -0.15251, -0.14018, 0.24385, 0.52833, 0.41693, 0.0041598, -0.018364, -0.087108, 0.2586, 0.16138, 0.055998, -0.33007, -0.023495, -0.047493, -0.34534, -0.71051, 0.32478, 0.29165, -0.13356, 0.00084367, -0.14972]",20.255
323,"[0.048881, -0.048507, -0.20365, 0.46161, 0.25919, 0.19719, -0.14226, 0.2017, -0.15283, -0.14018, 0.24382, 0.52882, 0.41736, 0.0039309, -0.018381, -0.087651, 0.25835, 0.16109, 0.055814, -0.33083, -0.023783, -0.048129, -0.34604, -0.7112, 0.32453, 0.29174, -0.13415, 0.00084084, -0.14963]",20.247
324,"[0.049069, -0.048289, -0.20364, 0.46183, 0.25943, 0.19733, -0.14207, 0.20185, -0.15272, -0.13999, 0.24399, 0.52908, 0.41759, 0.0040634, -0.018194, -0.087555, 0.25848, 0.16122, 0.055957, -0.33078, -0.023641, -0.048069, -0.34601, -0.71113, 0.32469, 0.29191, -0.13407, 0.00099923, -0.14946]",20.242
325,"[0.049055, -0.048126, -0.20432, 0.46223, 0.25989, 0.19717, -0.14192, 0.20182, -0.15305, -0.13999, 0.24395, 0.52957, 0.41802, 0.0038251, -0.018216, -0.088082, 0.25823, 0.16092, 0.055783, -0.33153, -0.023927, -0.048708, -0.3467, -0.71181, 0.32444, 0.292, -0.13465, 0.00099643, -0.14936]",20.233
326,"[0.049242, -0.047909, -0.20431, 0.46245, 0.26012, 0.19731, -0.14173, 0.20197, -0.15294, -0.1398, 0.24412, 0.52983, 0.41825, 0.003956, -0.018031, -0.087985, 0.25836, 0.16104, 0.055926, -0.33148, -0.023787, -0.04865, -0.34667, -0.71174, 0.3246, 0.29217, -0.13457, 0.0011514, -0.14919]",20.226
327,"[0.049236, -0.047751, -0.20499, 0.46284, 0.26058, 0.19714, -0.14158, 0.20194, -0.15326, -0.13979, 0.24409, 0.53032, 0.41868, 0.0037248, -0.018042, -0.088509, 0.25811, 0.16074, 0.055754, -0.33223, -0.024075, -0.049282, -0.34737, -0.71241, 0.32435, 0.29226, -0.13515, 0.001157, -0.14911]",20.218
328,"[0.049422, -0.047535, -0.20499, 0.46306, 0.26081, 0.19728, -0.14139, 0.20208, -0.15315, -0.1396, 0.24426, 0.53058, 0.41891, 0.0038554, -0.017859, -0.088414, 0.25824, 0.16086, 0.055895, -0.33218, -0.023936, -0.049225, -0.34734, -0.71235, 0.32451, 0.29243, -0.13507, 0.0013117, -0.14894]",20.209
329,"[0.049414, -0.047379, -0.20566, 0.46344, 0.26126, 0.19712, -0.14123, 0.20205, -0.15347, -0.13958, 0.24423, 0.53106, 0.41933, 0.0036213, -0.01787, -0.08893, 0.25799, 0.16056, 0.055725, -0.33291, -0.024223, -0.049849, -0.34802, -0.71301, 0.32426, 0.29252, -0.13564, 0.0013117, -0.14886]",20.202
330,"[0.049596, -0.047165, -0.20566, 0.46365, 0.26149, 0.19726, -0.14105, 0.20219, -0.15337, -0.13939, 0.2444, 0.53131, 0.41956, 0.0037481, -0.017688, -0.088836, 0.25812, 0.16068, 0.055864, -0.33286, -0.024087, -0.049793, -0.34799, -0.71295, 0.32442, 0.29269, -0.13556, 0.0014654, -0.14869]",20.195
331,"[0.049588, -0.047011, -0.20632, 0.46403, 0.26194, 0.1971, -0.1409, 0.20215, -0.15369, -0.13938, 0.24436, 0.53178, 0.41997, 0.0035141, -0.017696, -0.089345, 0.25787, 0.16039, 0.055696, -0.33357, -0.024368, -0.050407, -0.34866, -0.7136, 0.32417, 0.29277, -0.13612, 0.0014709, -0.14861]",20.188
332,"[0.049769, -0.046798, -0.20632, 0.46424, 0.26217, 0.19723, -0.14072, 0.20229, -0.15359, -0.13919, 0.24453, 0.53203, 0.4202, 0.0036395, -0.017514, -0.089253, 0.25799, 0.16051, 0.055834, -0.33352, -0.024231, -0.050353, -0.34863, -0.71354, 0.32433, 0.29293, -0.13604, 0.0016246, -0.14844]",20.178
333,"[0.049761, -0.046632, -0.20699, 0.46463, 0.26261, 0.19707, -0.14056, 0.20225, -0.1539, -0.13918, 0.2445, 0.5325, 0.42062, 0.0034004, -0.01752, -0.089771, 0.25774, 0.16021, 0.055668, -0.33425, -0.024512, -0.05098, -0.34931, -0.71419, 0.32408, 0.29301, -0.13661, 0.001633, -0.14835]",20.172
334,"[0.049942, -0.04642, -0.20698, 0.46484, 0.26284, 0.1972, -0.14037, 0.20239, -0.1538, -0.13899, 0.24467, 0.53275, 0.42085, 0.0035263, -0.017338, -0.089677, 0.25787, 0.16033, 0.055807, -0.3342, -0.024378, -0.050925, -0.34928, -0.71412, 0.32424, 0.29317, -0.13653, 0.0017862, -0.14818]",20.164
335,"[0.049937, -0.046273, -0.20762, 0.4652, 0.26326, 0.19703, -0.14023, 0.20235, -0.15411, -0.13898, 0.24464, 0.5332, 0.42123, 0.0032903, -0.017343, -0.090165, 0.25763, 0.16005, 0.055643, -0.33488, -0.024646, -0.051528, -0.34992, -0.71474, 0.324, 0.29324, -0.13707, 0.0017996, -0.1481]",20.159
336,"[0.050114, -0.046065, -0.20762, 0.46541, 0.26348, 0.19716, -0.14005, 0.20249, -0.15401, -0.1388, 0.2448, 0.53345, 0.42145, 0.0034118, -0.017165, -0.090075, 0.25775, 0.16017, 0.055778, -0.33483, -0.024514, -0.051478, -0.34989, -0.71468, 0.32415, 0.2934, -0.137, 0.001951, -0.14794]",20.151
337,"[0.050106, -0.04591, -0.20826, 0.46579, 0.26389, 0.197, -0.13991, 0.20244, -0.15431, -0.13879, 0.24477, 0.53391, 0.42184, 0.0031748, -0.017162, -0.090563, 0.25751, 0.15988, 0.055615, -0.33552, -0.024797, -0.052085, -0.35053, -0.7153, 0.3239, 0.29347, -0.13754, 0.0019592, -0.14785]",20.145
338,"[0.050282, -0.045703, -0.20826, 0.466, 0.26411, 0.19713, -0.13973, 0.20258, -0.15421, -0.13861, 0.24493, 0.53416, 0.42206, 0.0032955, -0.016985, -0.090473, 0.25763, 0.15999, 0.055751, -0.33547, -0.024666, -0.052033, -0.3505, -0.71524, 0.32405, 0.29363, -0.13746, 0.0021106, -0.14769]",20.139
339,"[0.050279, -0.045553, -0.20889, 0.46637, 0.26451, 0.19695, -0.13957, 0.20253, -0.15451, -0.13859, 0.24489, 0.53461, 0.42245, 0.0030587, -0.016977, -0.090963, 0.25739, 0.1597, 0.055593, -0.33615, -0.024941, -0.052634, -0.35115, -0.71586, 0.32381, 0.29369, -0.13801, 0.0021296, -0.1476]",20.13
340,"[0.050455, -0.045347, -0.20889, 0.46658, 0.26473, 0.19708, -0.13939, 0.20267, -0.15441, -0.13841, 0.24505, 0.53485, 0.42267, 0.0031776, -0.0168, -0.090872, 0.25751, 0.15982, 0.055728, -0.3361, -0.024811, -0.052582, -0.35112, -0.7158, 0.32396, 0.29385, -0.13793, 0.0022791, -0.14744]",20.125
